object_id,mean_flux,std_flux,min_flux,max_flux,mean_flux_err,num_points,duration
Dornhoth_certh_iaun,0.32831028243750005,1.5773092536275823,-3.66370465,8.14488049,0.49376573500000004,160,2265.069300000003
Elrim_nana_dagnir,0.6356402237634409,0.8307941337632867,-1.72548836,3.48474094,0.42340811870967743,93,2127.666599999997
Mirion_saer_curunir,0.2821055970512821,1.0988544435787944,-2.94244674,7.3131577,0.4635565868589744,156,1758.246500000001
Sindarin_cund_amloth,1.5442676364516128,1.4020560523625378,-2.0883073,5.12291001,0.42999035709677413,93,1125.6218999999983
ablad_maen_aranarth,0.2144089468604651,0.8743053575141667,-2.64554252,4.502876,0.44090212348837204,172,2195.9918000000034
achad_minas_adan,0.25856420774193545,0.8002866109944229,-1.82266221,3.25130779,0.5169218366129031,186,2586.3341
achad_thamas_hend,0.47158456970588236,1.718160541030749,-2.45018796,8.00688516,0.48676724029411766,170,1660.3304999999964
achas_lavan_saig,0.4078936074829932,1.496630829349603,-3.77079464,7.01113931,0.5301633530612245,147,2373.0424000000057
aderthad_cair_agar,0.3481713461494253,1.827341342762902,-2.55845037,10.88278395,0.43315592321839075,174,1797.2654000000039
aear_salab_cuin,0.0021562651052631577,0.9098609483601535,-2.06332873,3.12645275,0.38615471505263155,190,2977.908199999998
aeruil_tavor_ogol,1.6676247492682927,2.9095841773485094,-0.85548608,9.56087172,0.30379069975609757,41,1508.3754000000044
agarwaen_galadh_galadhrim,0.7643840491715975,0.831203279764228,-1.24823741,4.0422838,0.4617554352071006,169,2341.2621999999974
agor_glass_glamog,0.42754877311475414,1.0626216544733411,-3.27727672,5.18251946,0.3912974222950819,183,2680.5458999999973
agor_gondrath_pent,1.2791648365989847,1.1546347208799967,-4.73039207,4.5424731,0.5478395170558376,197,2448.7381000000023
ah_rom_firion,0.7217199193421052,2.030802684086016,-1.86245019,9.41469593,0.3750225071710527,152,2267.4842999999964
ah_sammar_nost,0.4318953023376624,1.4998160460180257,-1.27876979,7.00995913,0.47182404876623374,154,2585.464699999997
aiglos_bass_yll,0.22527698284153005,0.9493155404490019,-2.85807682,2.42667988,0.45203893726775957,183,1945.8529000000053
amarth_min_thamas,0.8925721517687075,2.681654951664479,-1.59760064,17.62656005,0.4531808724489796,147,1722.0308000000005
