object_id,mean_flux,std_flux,min_flux,max_flux,mean_flux_err,num_points,duration
Eluwaith_cyron_hwiniol,0.3398746272,0.9695388106721379,-2.84580589,3.4762643,0.41783181873333336,150,1935.8318
Eluwaith_nost_magol,0.4347376425806452,1.3795091706326696,-2.30470982,7.75482758,0.47200937954838706,155,2386.4338999999964
Gwathuirim_gwanur_hu,0.4146871999342105,1.490438741126955,-2.35491923,7.39927211,0.4489960193421052,152,1950.1902999999947
Ithil_menel_agar,0.4228678513114754,1.3524545930649543,-2.78893309,5.68235581,0.45696897336065573,122,1574.7105999999985
Mirion_lain_iaun,0.3594553284146342,0.720473348085378,-1.57502384,1.95789217,0.4010761451219512,164,2353.215599999996
Rochirrim_lang_hador,-0.16812034505376344,1.2688227898243356,-2.70776108,2.8691685,0.3735802816129032,93,1509.1296999999977
Rochirrim_raegdan_tavor,0.21359137812865495,1.0824201623521903,-2.43701574,4.94668849,0.3792119267251462,171,2283.6702000000005
aerlinn_heron_luith,0.14724751760233917,0.9246930779131377,-3.17137156,6.30434521,0.48792089175438597,171,2279.022699999994
aerlinn_laer_aith,0.437768574113924,1.7354439711618759,-1.92145929,12.14000736,0.39457680778481014,158,1911.8073999999979
aerlinn_saer_nell,0.26510036173076923,1.0529487493949254,-2.28617718,4.1535354,0.5071776588461538,156,1941.1275000000023
aes_sammar_thul,0.41435899716666663,1.0089818138994722,-2.40694965,3.86456538,0.4286233546666667,120,1135.1195000000007
agarwaen_hu_fervain,0.26443823903846153,0.930733444020585,-1.42438231,4.06090677,0.3910246613461539,156,2265.5198999999993
ah_saelor_hend,0.6654157526190476,2.2461707968950817,-3.27401344,13.22333034,0.3798845969642857,168,1987.0296000000017
ai_hub_hwiniol,0.33178536702702704,0.6983544772569706,-2.47756035,2.54711296,0.4412728654954955,111,1568.0521000000008
aiglos_ryn_gwael,0.8652473245454546,1.8547291477852041,-6.69875284,5.18788834,0.5646840842424243,132,1892.679099999994
aith_gwarth_lagor,0.3239900907272727,1.4817198425352716,-4.71379892,4.13455985,0.49446291145454546,165,3093.2545000000027
alae_dol_nimp,0.3940887578,0.9189389188023136,-0.99603682,2.8678155,0.45372830280000004,100,1285.1951000000045
alae_saew_dannas,0.43721208496815284,1.0402561543048772,-4.10046804,3.43449615,0.547610929044586,157,2697.635399999999
amloth_glamog_gwaun,0.459156024587156,0.6410802172327177,-1.56648827,1.82159948,0.43719927376146794,109,1488.047799999993
