object_id,target,mean_flux,std_flux,min_flux,max_flux,mean_flux_err,num_points,duration
Dornhoth_fervain_onodrim,0,0.9284827061538462,4.803444635408017,-2.75628465,25.04734337,0.512436326,65,1254.2718999999995
Dornhoth_fervain_onodrim,0,0.9284827061538462,4.803444635408017,-2.75628465,25.04734337,0.512436326,65,1254.2718999999995
Dornhoth_galadh_ylf,0,0.3886215580838323,1.371480859065024,-1.74708161,11.37549944,0.5308325878443114,167,2362.1559999999954
Dornhoth_galadh_ylf,0,0.3886215580838323,1.371480859065024,-1.74708161,11.37549944,0.5308325878443114,167,2362.1559999999954
Elrim_melethril_thul,0,1.6913472105714284,2.6409384093815387,-6.40081627,6.61791528,0.3148482079999999,35,1206.0218000000025
Elrim_melethril_thul,0,1.6913472105714284,2.6409384093815387,-6.40081627,6.61791528,0.3148482079999999,35,1206.0218000000025
Ithil_tobas_rodwen,0,0.3753658160651629,0.85975922727767,-7.64181817,5.35382124,0.4185316946365915,798,2858.412899999996
Ithil_tobas_rodwen,0,0.3753658160651629,0.85975922727767,-7.64181817,5.35382124,0.4185316946365915,798,2858.412899999996
Mirion_adar_Druadan,0,0.2338315717829457,1.146553675620301,-3.06039909,5.38446301,0.4315912024806201,129,2202.306500000006
Mirion_adar_Druadan,0,0.2338315717829457,1.146553675620301,-3.06039909,5.38446301,0.4315912024806201,129,2202.306500000006
Mirion_lalaith_neledh,0,1.0243888689075629,1.1678274285355028,-6.35179869,4.50454881,0.5208449340336134,119,1998.8989999999976
Mirion_lalaith_neledh,0,1.0243888689075629,1.1678274285355028,-6.35179869,4.50454881,0.5208449340336134,119,1998.8989999999976
Rochirrim_lebdas_pethron,0,0.2597588066666667,0.5782337637444992,-1.63261102,1.91451153,0.3880016753623188,138,1615.6285999999964
Rochirrim_lebdas_pethron,0,0.2597588066666667,0.5782337637444992,-1.63261102,1.91451153,0.3880016753623188,138,1615.6285999999964
acharn_lend_Mithrim,0,2.4140190522222222,2.3276084835691666,-2.26514845,9.53701062,0.5046941926851852,108,1469.9090999999971
acharn_lend_Mithrim,0,2.4140190522222222,2.3276084835691666,-2.26514845,9.53701062,0.5046941926851852,108,1469.9090999999971
achas_iar_gaur,0,0.068546267345679,0.7222002166266618,-4.26361499,2.48508022,0.4497656779629629,162,2466.4253000000026
achas_iar_gaur,0,0.068546267345679,0.7222002166266618,-4.26361499,2.48508022,0.4497656779629629,162,2466.4253000000026
aduial_nur_luith,0,0.5112550545631068,0.8985348946039085,-1.84192211,2.9756288,0.5264841231067962,103,2830.316500000001
aduial_nur_luith,0,0.5112550545631068,0.8985348946039085,-1.84192211,2.9756288,0.5264841231067962,103,2830.316500000001
amath_gwador_helegnen,0,0.1155276949285714,1.983130293268598,-7.01816672,6.43959308,0.4280240094285714,140,2464.0713000000032
amath_gwador_helegnen,0,0.1155276949285714,1.983130293268598,-7.01816672,6.43959308,0.4280240094285714,140,2464.0713000000032
amlug_loss_ang,0,-1.0529830090825687,7.821593878967099,-6.10670494,38.10271705,0.4060081762385321,109,2573.0492000000013
amlug_loss_ang,0,-1.0529830090825687,7.821593878967099,-6.10670494,38.10271705,0.4060081762385321,109,2573.0492000000013
amon_imloth_luin,1,0.525407346302521,1.2305203408037406,-2.42171096,4.17405661,0.4673154768067227,119,1888.314699999996
amon_imloth_luin,1,0.525407346302521,1.2305203408037406,-2.42171096,4.17405661,0.4673154768067227,119,1888.3146999999956
andrann_puig_fern,0,0.4420676576729559,1.5619200390542416,-1.80461174,9.30962831,0.5478001294968554,159,2213.267399999997
andrann_puig_fern,0,0.4420676576729559,1.5619200390542416,-1.80461174,9.30962831,0.5478001294968554,159,2213.267399999997
ang_cugu_harad,0,0.2718371903597122,0.916130508110517,-3.24960863,3.0908938,0.4188114043884892,139,2557.4712999999974
ang_cugu_harad,0,0.2718371903597122,0.916130508110517,-3.24960863,3.0908938,0.4188114043884892,139,2557.4712999999974
ang_neledh_aith,0,0.5167370424,1.0483418124196588,-0.88861713,4.61859601,0.3761386215,100,1115.1563999999998
ang_neledh_aith,0,0.5167370424,1.0483418124196588,-0.88861713,4.61859601,0.3761386215,100,1115.1563999999998
angos_rusc_curunir,0,0.8446682731914893,1.1247495649129675,-1.78462392,3.79227204,0.3859586654609929,141,1945.537400000001
angos_rusc_curunir,0,0.8446682731914893,1.1247495649129675,-1.78462392,3.79227204,0.3859586654609929,141,1945.537400000001
annon_adab_lossen,0,3.051286163829788,1.772329181215582,-0.93236957,6.79811053,0.4225342412765957,47,1167.9063000000024
annon_adab_lossen,0,3.051286163829788,1.772329181215582,-0.93236957,6.79811053,0.4225342412765957,47,1167.9063000000024
araf_hub_faun,0,0.0359792512795549,0.93905565757531,-6.15041435,6.01312946,0.4677051694297636,719,2200.357400000001
araf_hub_faun,0,0.0359792512795549,0.93905565757531,-6.15041435,6.01312946,0.4677051694297636,719,2200.357400000001
aras_ryn_manadh,0,0.2451992001092896,1.191012186430689,-3.22726899,6.25734164,0.4549150621081081,183,2295.135600000001
aras_ryn_manadh,0,0.2451992001092896,1.191012186430689,-3.22726899,6.25734164,0.4549150621081081,183,2295.135600000001
badhor_graw_aiglos,0,0.3027756028888889,0.7397540537646099,-1.92893829,2.74828902,0.3894287895555555,90,1518.4837000000043
badhor_graw_aiglos,0,0.3027756028888889,0.7397540537646099,-1.92893829,2.74828902,0.3894287895555555,90,1518.4837000000043
badhor_magol_merilin,0,1.423170545,1.5120002214316002,-1.85559007,5.61926099,0.49464980725,120,2304.397799999999
badhor_magol_merilin,0,1.423170545,1.5120002214316002,-1.85559007,5.61926099,0.49464980725,120,2304.397799999999
badhor_onodrim_alagos,0,0.8993542747337278,1.174565310102163,-1.81158795,4.84731988,0.431270739112426,169,2224.3367999999973
badhor_onodrim_alagos,0,0.8993542747337278,1.174565310102163,-1.81158795,4.84731988,0.431270739112426,169,2224.3367999999973
baneth_pilin_tachol,0,0.1640352551552795,1.138990620469844,-3.73197627,6.14399843,0.4439044403703704,161,2233.060000000005
baneth_pilin_tachol,0,0.1640352551552795,1.138990620469844,-3.73197627,6.14399843,0.4439044403703704,161,2233.060000000005
bragol_bronwe_lagor,0,1.2662747029268293,1.185027121980178,-3.19544868,3.93574437,0.4634532312195122,123,2305.6035000000047
bragol_bronwe_lagor,0,1.2662747029268293,1.185027121980178,-3.19544868,3.93574437,0.4634532312195122,123,2305.6035000000047
bragol_nothrim_gas,0,0.5010108169999999,1.298712098389993,-2.39528834,5.97839139,0.3819200334166667,120,1871.9196999999983
bragol_nothrim_gas,0,0.5010108169999999,1.298712098389993,-2.39528834,5.97839139,0.3819200334166667,120,1871.9196999999983
celair_aerlinn_aes,0,0.2944513364666666,1.2539411020891256,-2.54446443,6.75486673,0.4885080688666666,150,1868.607599999996
celair_aerlinn_aes,0,0.2944513364666666,1.2539411020891256,-2.54446443,6.75486673,0.4885080688666666,150,1868.607599999996
cirion_ira_Ithil,0,0.3401987357342657,1.186526457896478,-1.83416467,5.3747444,0.501427036083916,143,2340.480799999997
cirion_ira_Ithil,0,0.3401987357342657,1.186526457896478,-1.83416467,5.3747444,0.501427036083916,143,2340.480799999997
corch_faun_min,0,0.2646791440666666,0.9046541698089228,-2.20460742,3.37461722,0.4691361935333333,150,2394.807099999998
corch_faun_min,0,0.2646791440666666,0.9046541698089228,-2.20460742,3.37461722,0.4691361935333333,150,2394.807099999998
corf_Mirion_toll,0,2.184310851459854,5.088554061543644,-5.85820395,11.0228597,0.4249504731386861,137,1948.893100000001
corf_Mirion_toll,0,2.184310851459854,5.088554061543644,-5.85820395,11.0228597,0.4249504731386861,137,1948.893100000001
cuin_haudh_cenedril,0,0.2673920347674418,0.8147431787547752,-3.70291531,4.67528471,0.4784700838372093,172,2580.6905999999944
cuin_haudh_cenedril,0,0.2673920347674418,0.8147431787547752,-3.70291531,4.67528471,0.4784700838372093,172,2580.6905999999944
cuin_law_amon,0,0.6801542416513762,1.215891993106572,-1.17567002,4.38073665,0.4410385857798165,109,1267.6726999999955
cuin_law_amon,0,0.6801542416513762,1.215891993106572,-1.17567002,4.38073665,0.4410385857798165,109,1267.6726999999955
dam_corch_agar,0,0.2866618198809523,1.4909153324123852,-1.92562012,5.66397116,0.3838606458333333,84,1557.544200000004
dam_corch_agar,0,0.2866618198809523,1.4909153324123852,-1.92562012,5.66397116,0.3838606458333333,84,1557.544200000004
dirnaith_achas_noroth,0,0.3735917443421053,0.8129446799378066,-2.75254327,4.98372823,0.4244526360526316,152,2251.2306000000026
dirnaith_achas_noroth,0,0.3735917443421053,0.8129446799378066,-2.75254327,4.98372823,0.4244526360526316,152,2251.2306000000026
drafn_araf_ryn,1,0.2413043061403508,0.8209665310700712,-1.66597653,3.99820161,0.4291781204093567,171,2271.5944000000018
drafn_araf_ryn,1,0.2413043061403508,0.8209665310700712,-1.66597653,3.99820161,0.4291781204093567,171,2271.5944000000018
eilian_pilin_fang,0,0.5589830776428572,2.1204075547158787,-2.52388024,12.28980917,0.3901370687857143,140,1857.7126999999964
eilian_pilin_fang,0,0.5589830776428572,2.1204075547158787,-2.52388024,12.28980917,0.3901370687857143,140,1857.7126999999964
eilian_pod_firiel,0,0.2772266836931818,1.0227358135207756,-2.43740804,3.84617032,0.414373101875,176,1853.4265999999989
eilian_pod_firiel,0,0.2772266836931818,1.0227358135207756,-2.43740804,3.84617032,0.414373101875,176,1853.4265999999989
elu_rusc_nath,1,0.1668510489325842,0.6723277131195231,-1.41226211,2.75733494,0.3959617661235955,178,2324.491600000001
elu_rusc_nath,1,0.1668510489325842,0.6723277131195231,-1.41226211,2.75733494,0.3959617661235955,178,2324.491600000001
elvellon_fast_annon,0,0.191020995819209,0.9386098187597344,-4.11041084,3.71926265,0.4872218959887006,177,2404.1265000000058
elvellon_fast_annon,0,0.191020995819209,0.9386098187597344,-4.11041084,3.71926265,0.4872218959887006,177,2404.1265000000058
ennorath_guldur_aear,0,0.1354563962237762,1.1552302584212866,-2.57862889,2.28369678,0.4292246061538461,143,2197.2620000000024
ennorath_guldur_aear,0,0.1354563962237762,1.1552302584212866,-2.57862889,2.28369678,0.4292246061538461,143,2197.2620000000024
erchion_ungol_aduial,0,0.4908592284415584,2.031611741892017,-9.46206849,5.53860322,0.5813022241558442,77,833.136599999998
erchion_ungol_aduial,0,0.4908592284415584,2.031611741892017,-9.46206849,5.53860322,0.5813022241558442,77,833.136599999998
espalass_melethron_ungol,0,0.1251807831654676,1.104893399191118,-4.73350156,2.5129628,0.4503117287769784,139,2839.230499999998
