object_id,mean_flux,std_flux,min_flux,max_flux,mean_flux_err,num_points,duration
Dornhoth_archam_grond,0.7369829122666667,0.48139452074432304,-0.41262725,2.08749823,0.43054629335227274,75,1709.6597000000038
Dornhoth_pennas_emel,0.8906205164615385,0.70403023725927,-3.31802353,2.1434308,0.4623980537662337,65,1882.0323999999964
Druadan_tavor_fae,0.39503741129496406,0.8912371433157603,-2.3117537,2.89747493,0.5244222417985611,139,3314.5818999999974
Ennor_Tawarwaith_paich,0.2720233631958763,1.1088744551180667,-3.34567127,4.82922673,0.5344136339690722,194,2350.422900000005
Ithil_fuin_salph,3.7504837721935482,6.539027906381591,-10.14225776,30.17624396,0.40679357122580645,155,2266.6323000000048
Mirion_gwathui_thor,-0.29705559773006135,1.043448831037184,-3.61899745,2.99345144,0.39992456325153375,163,1985.1284000000014
Tawarwaith_raegdan_nost,1.9336439401923078,2.012579090607208,-1.51727852,14.18775083,0.42294717875,104,2246.8341
ablad_puig_manadh,0.1646976662345679,0.874376782670416,-2.54350184,4.28845107,0.43568103993827156,162,2260.958099999996
achad_corch_nothrim,0.39594727333333335,1.0840122341452554,-1.48671519,5.16996669,0.48143451984375,192,1979.7761000000028
adab_rochben_lathron,1.1221092780921054,0.8852338526688506,-1.17441565,4.15825821,0.4384823827631579,152,2313.3807000000015
adar_glass_cenedril,0.7721512674342105,2.086200895369763,-2.81755572,10.84044573,0.49539337144736845,152,2040.8352999999988
adar_lam_rist,0.26235064185185186,1.2096251657215114,-5.27992382,6.54212864,0.46423230285714284,189,2378.0699000000022
agar_Tawarwaith_Sindarin,0.7671522156204379,1.0576853299484408,-2.02345397,3.07621804,0.4479128089051095,137,2520.688000000002
aglareb_angos_sador,0.3624147718131868,1.1397196390903013,-3.30935746,4.45202257,0.5514071357692307,182,2132.9735
agor_aes_laes,-0.0071836067375886615,0.7370262712691458,-2.62347162,3.04174805,0.44458569503546097,141,2224.2906000000003
ah_imrad_ai,0.6081369158375635,1.6625238766539978,-2.80712659,8.53888972,0.4088086078894473,197,2332.2283000000025
ah_ungol_nath,3.8534808542608694,2.743485483443198,-1.45668983,14.27974842,0.49994596469565217,115,2231.139799999997
ai_limlug_ninglor,0.5143347232857143,0.8778930444328362,-2.46153811,3.50638485,0.5127821418571429,140,2619.6791999999987
aiglos_aeglir_ryn,0.27979147145695366,1.3767294618469816,-3.66899026,5.76223658,0.5535357399337749,151,2117.7585999999937
aith_certh_midh,0.312754293718593,1.021581100598341,-3.64726999,2.65087933,0.3624884629145729,199,3275.549699999996
alagos_nadhras_iar,0.38122700774193546,1.525641226911017,-2.27252643,8.98368398,0.47174993425806455,155,1698.6320999999953
amath_haust_eilian,0.7972856133333334,0.9562537962001442,-4.42806882,3.26166319,0.5655887095098039,102,1674.6460999999981
amloth_uruk_cuin,2.0859695414925374,1.4919247262719548,-2.08477895,5.31851576,0.5101814219402986,134,1652.9825999999957
anann_per_pess,0.4102052296638655,1.7623262656714531,-8.84806124,7.25921522,0.4483175531932773,119,1927.3603000000003
angos_achad_hu,2.1755973733908043,2.606119405201302,-1.63242962,10.51497149,0.4570374934482759,174,2223.6903999999995
ank_sammar_rudh,0.6646721135593221,1.1069574432701115,-2.38021961,5.6502324,0.5042267222033898,118,2161.414499999999
annon_bragol_heledir,0.3297532214414414,0.8563003855649723,-1.79751089,2.35269623,0.44019337,111,2331.571600000003
aran_hand_in,1.2803921831578948,0.6358142879337119,-0.10882403,2.79882574,0.4782369857664233,38,1294.0576999999976
aras_riel_heleg,0.3406329116312056,0.9659468816248074,-3.0420745,4.05730568,0.4560244139716312,141,2524.6532000000007
badhor_Sindarin_laer,0.7553435215107913,0.9169581106748629,-1.77119827,4.0798611,0.38973891007194245,139,2739.2644999999975
baneth_thurin_meldir,0.5125670460240963,1.1084789100998236,-2.57056533,4.7760621,0.5199242389156626,166,2002.8747000000003
barad_cirion_haust,0.3320464611111111,1.1828881646790117,-1.35713933,6.12031376,0.48308290851612906,153,1906.4493000000002
cae_gador_gli,0.4143173858389262,1.181973163324724,-1.78898078,6.19578358,0.4470526154362416,149,2173.9074000000037
calad_aranarth_pent,0.4442420938,1.0427135484091592,-1.68861905,3.56067972,0.44664184650000005,100,1695.717700000001
callon_cuil_Druadan,2.1405894156849317,4.393741096115224,-2.34911719,18.17120209,0.5369414668493151,146,1618.4282999999996
caras_aduial_laes,0.3488912485802469,1.1283666119273967,-1.03899918,5.38711665,0.40410406080246913,162,2317.7953999999954
celeb_tegilbor_min,0.30048542251700683,0.9978419303737421,-1.91878013,2.75136753,0.3759706223809524,147,2658.6674000000057
cirdan_glamog_glae,0.33292820209876545,1.2218867707685592,-4.16438357,5.83177882,0.5293236486419753,162,1836.565499999997
corf_law_lang,0.6552922203144653,1.8988202299410166,-2.57190597,7.78491346,0.398128562327044,159,1959.341100000005
cuil_cae_dunedhel,-0.05662371171232876,0.9987823587183418,-6.3118377,3.19367338,0.45301188027397266,146,2603.594699999994
edlothiad_eglan_lang,0.4138576852631579,1.019004200969897,-1.41866404,3.57167477,0.4604388090131579,152,1079.3106000000043
eglan_lebdas_haradrim,0.4141641372,1.1756784388439065,-2.91869145,4.20376498,0.5246767880000001,100,1300.1181999999972
ennorath_lalaith_bragol,0.2858375704379562,0.8221185953623397,-3.16758763,3.89605126,0.3523703405839416,137,1600.274900000004
espalass_fuin_mereth,0.35788184557894737,1.1966696194315218,-3.84418188,2.62034342,0.5077502081052632,95,2463.065699999999
faen_andrann_certh,0.5386379058095239,1.7202849930043749,-2.71062216,8.01071678,0.4391003199047619,105,1245.6880999999994
faradrim_rust_vin,0.43838419736196316,1.7167017234423172,-2.11121265,10.72911607,0.5006376035975609,163,1920.8739999999962
faun_dunedhel_puig,0.31051717182481753,0.7869278553800126,-1.18475853,3.85518537,0.46705576335766424,137,2132.2820000000065
faun_gellui_saelor,1.0287504579710145,1.2269625040632126,-1.69336141,3.95121504,0.4864772104347826,69,1819.8251999999993
fervain_badhor_neledh,0.5781766339423077,1.0828263902836461,-1.60240596,4.41253109,0.37744489028846157,104,1839.0754000000015
firiel_corf_annon,0.6281178803773585,1.7917463879652713,-2.40783279,6.44224122,0.4289429833962264,159,1940.082199999997
firion_loss_romru,0.09206510185430464,1.4455923779522468,-2.92441153,4.41734166,0.41933036119205297,151,3191.671300000002
galad_morn_rhovan,0.3385143933566433,1.3780753879118337,-2.21877852,8.50490713,0.5090658068965518,143,1732.1532000000007
galad_sammar_amloth,0.2770190057714286,1.092906467369956,-2.96154974,6.20246233,0.49672933548571424,175,2143.4824999999983
galadh_gaw_imloth,0.602122616122449,0.9190463976918084,-1.38579161,4.12912346,0.4172761637755102,98,1036.1451000000015
galadh_gorn_rusc,0.39777006047058827,1.3053761953788896,-6.20160636,3.60142727,0.42374865864705885,170,2644.490899999997
galvorn_uanui_merilin,0.4113772704347826,1.2245495144928555,-2.417706,5.29857675,0.4162837780124224,161,2204.700499999999
gas_grond_manadh,0.6876067421904761,1.4937139549410459,-1.7774089,5.48269529,0.3789541985714286,105,1297.871100000004
gath_eglan_baneth,0.3200126774657534,0.7285314648500978,-1.66793356,3.14310308,0.4216400293150685,146,2847.563199999997
gath_talraph_iaun,0.527964842180851,1.4798925056718883,-4.32503253,7.65087901,0.5949939390957447,188,2278.322500000002
gaw_aphadrim_melethron,0.18306751631147541,0.8423646952587193,-3.34123184,4.88169424,0.3995380774796748,244,1340.5459999999948
gellui_aes_nur,0.4265296667816092,0.6723576272356488,-1.38640563,3.12511979,0.35036778149425285,87,850.2119000000021
glandagol_Sindarin_magor,0.13077684947368423,0.8594435939618649,-2.65067291,3.18131636,0.4318858715263158,190,2638.2422000000006
glandagol_puig_curunir,2.4355746258450703,3.969870158815642,-2.87320968,11.65657283,0.5165697155633803,142,2297.1873999999953
glandagol_riel_drego,0.42439339912790697,1.7958410874921067,-2.32891271,11.15039637,0.4730886868604651,172,1995.3348000000042
gobennas_gondrath_imloth,0.16767700908045977,0.8921735747425907,-4.28788475,2.55242969,0.47080095988505744,174,2287.4133
gorn_tathar_nadhras,0.36375058315217396,0.8748161286656319,-2.53764881,2.28905329,0.41933223086956517,184,2418.182399999998
graw_randir_gaurwaith,-0.10770076476190475,1.70673330096459,-3.93641339,8.84267475,0.4649322919727891,147,2890.2871000000014
grond_lagor_yll,0.3002443064335664,0.7542325048876629,-3.09022803,3.14777103,0.3743978023776224,143,2554.927800000005
