object_id,mean_flux,std_flux,min_flux,max_flux,mean_flux_err,num_points,duration
Dornhoth_hervenn_tathar,0.4688363104819277,0.5921585952856254,-1.10898011,2.61841117,0.3764026871084337,83,1877.2693
Druadan_tachol_aranarth,-0.03658256497206704,0.8894302982285649,-3.16794106,3.57160768,0.43883447726256986,179,3070.9219999999987
Elrim_sirion_hwiniol,0.1736211075974026,0.9672166715821373,-3.08758533,3.06286734,0.5311968108441558,154,2714.8672000000006
Eru_gwathui_Mirion,1.6982062109756098,1.9058039532114666,-2.16728379,6.46736714,0.5504581810365854,164,2265.9300000000003
Gonhir_achad_melethril,0.9948357715432099,2.738503934926314,-1.52048522,18.42187605,0.4425791475925926,162,1863.9830999999976
Ithil_fern_maen,0.017489613641618492,1.0276651366245584,-2.48437008,6.64333629,0.48011317404624276,173,2985.0285000000003
Ithil_sogannen_glandagol,0.6233534502020203,1.283421716910392,-2.8771673,4.5689925,0.43430502545454547,198,2666.5232000000033
Rochirrim_rust_adab,0.36232580146853144,1.141010862037979,-2.84708737,4.08433213,0.44019975258741256,143,2016.9890000000014
Sindarin_elu_ah,0.3028569993918919,1.027085016066249,-2.28816475,5.68667379,0.4464930166891891,148,2333.4660000000003
Sindarin_minas_fervain,0.6219736039622642,1.5696646964316243,-2.8285662,5.84678267,0.4341027453773585,106,1463.8064999999988
achad_adan_balrog,0.2589980121290323,0.847005510038602,-1.47727827,5.29271631,0.4307444392258064,155,2217.6635000000024
achas_eilian_lossen,0.3257405253846154,1.2771450710580357,-3.23683358,4.72327731,0.519036140530303,130,1675.8744000000006
achas_salab_cenedril,0.22730410133689838,1.004676568851106,-1.87744394,4.91929843,0.4345288714438503,187,2513.6788000000015
aes_lavan_adan,0.2275986039230769,0.7511620743984991,-2.18107488,2.21276013,0.38118884484615384,130,1286.6379000000015
aes_lorn_pendrath,0.3152193786740331,1.0525755270439106,-2.43554387,5.63666607,0.4898557583977901,181,2051.028299999998
aes_minai_fervain,0.3801570419375,0.897174920083519,-3.87546252,3.60176029,0.490753938625,160,2697.4329999999973
agor_annon_rudh,0.8129418596,1.860751645346343,-2.39534339,8.08140992,0.46928611060000003,100,1472.2993999999962
aith_fae_tirith,0.4041543523417721,1.240881348524674,-3.63217023,5.94392605,0.47072412348101267,158,2267.0660999999964
alae_celon_faradrim,0.33252453420118344,1.101268644671186,-2.70240384,8.85915505,0.47126103650887574,169,1981.667800000003
alagos_firiel_gas,0.2834660496551724,0.9837387286708263,-3.56075453,2.39084021,0.5213742434482759,116,1581.2572
amarth_firiel_aglareb,0.0062344051773049625,0.8092583022068601,-1.89326916,2.31848002,0.3888551706382979,141,2629.8419000000067
anann_haradrim_haudh,0.31954944079365083,1.3478921364647651,-2.8838495,6.81273756,0.4933737141798942,189,2314.5149999999994
anann_lasguil_araf,0.32473039433333334,1.2823811767103945,-1.95938739,5.72638154,0.49090716119999994,150,1987.2662999999957
andrann_achad_tinnu,0.906388949884393,1.422714199939973,-3.5561599,4.48540132,0.4647743127745665,173,2254.3022000000055
ang_thor_gaur,0.3688883617757009,0.617766098629629,-2.34611288,1.99345099,0.4726613091588785,107,1956.1906999999992
annon_tinnu_faun,0.6932223683720931,0.5832324430974989,-0.28457351,2.6712966,0.3055263465116279,86,2283.880100000002
aran_puig_Druadan,0.22408225955801103,1.0113268054578146,-1.95580883,5.32678414,0.41489468861878454,181,1888.8929999999964
archam_rhach_imlad,0.4473874996428571,0.815375235392072,-2.86266857,3.02156767,0.4854195260119048,168,2250.4810999999972
bellas_Tawarwaith_nothrim,1.0271949506802722,1.139647559416409,-1.21656486,3.85654728,0.3523422536734694,147,2670.153599999998
braig_lend_randir,0.6214880319379845,1.3341782924657282,-2.40968867,5.45013745,0.4892281180620155,129,2595.6209000000017
callon_aiglos_faun,0.36855495391025644,1.3004797701969837,-4.42434441,5.3290922,0.5086546696153845,156,1932.672599999998
celon_baneth_haudh,0.5112723801333333,1.0365598073737305,-2.9501441,4.9344089,0.5190729296,150,3059.7567999999956
cirdan_edlothiad_rhovan,0.16710769176470588,1.2316909070961448,-3.50749795,4.12200183,0.41208780326797384,153,3052.345000000001
cund_mereth_tachol,0.41260950243589745,0.9678260395098823,-2.11546697,3.83233246,0.39442676403846155,156,2303.965599999996
curunir_cund_Ennor,-2.0641177778089888,2.162311521604568,-8.49584871,2.43946709,0.4333963801685393,178,2071.5360999999975
dagnir_gador_amath,0.2688491941747573,1.069180588291838,-3.01541014,3.82161824,0.4272606818446602,103,1592.3813999999984
dol_aith_naer,0.37246909348484847,0.8123304029642688,-3.69076801,3.09457455,0.4224012121969697,132,2329.5138000000006
drego_gador_haudh,0.6597306318796993,1.7997817251253259,-3.4358308,5.50338378,0.489831372330827,133,2257.095000000001
echad_roch_pethron,-0.03187521357615894,0.9943426074833461,-4.16240349,2.77030985,0.4491009003311258,151,2152.4149000000034
edlothiad_hadhod_uir,0.5282972420567376,0.8235681246870147,-1.29118059,2.47591353,0.4535848395035461,141,2723.9991999999984
eglan_dam_saelor,0.7367741122535212,1.1631792248351698,-1.64427004,3.97569812,0.483108717112676,142,1921.415700000005
eirien_faen_tobas,0.6119369342000001,0.8941339834315262,-1.85679264,3.23057843,0.6314668816000001,100,2340.780399999996
eirien_thul_gwaun,0.4592963984615384,1.0760891240923278,-2.15792908,4.24359567,0.4900411071005917,169,2345.9951999999976
eredh_galenas_rhosc,0.34559010130177514,1.2940717394335388,-4.0018339,6.03736556,0.4538151750295858,169,1982.0980999999956
fae_meldir_cuin,0.1823402715909091,0.7562049255996232,-1.29636189,2.90233151,0.41283659681818186,132,2241.737500000003
faen_hast_amath,0.4488296403658536,0.8019724531034587,-2.92570789,3.74676216,0.47110808908536583,164,2245.3392999999996
firen_corch_laer,0.3415095819337017,1.0771924881097705,-2.70216032,4.07939932,0.4367966625966851,181,1945.938399999999
forodrim_lachenn_rhach,0.12834916360406093,0.9637813630913252,-4.15265243,3.7207395,0.41771276705583754,197,2347.118300000002
fuin_lebenedh_nath,0.3485729962068966,2.2683054279136443,-6.3644441,16.16744561,0.5530949936206896,174,1611.885199999997
galadh_cuin_sirion,0.12232818230263158,0.7600759374305849,-1.91105372,3.45868627,0.43286361776315785,152,2634.229299999999
