object_id,mean_flux,std_flux,min_flux,max_flux,mean_flux_err,num_points,duration
Dornhoth_rist_lalaith,0.5290780531292517,4.3355906786341745,-4.65371774,13.34805696,0.4336379404081632,147,1920.423299999995
Elrim_firiel_soga,0.5057913059649123,1.071248549676407,-0.8739986,4.04086652,0.406654785,114,1939.4043999999994
Elrim_heledir_fervain,0.4067018301190476,1.3109806204044756,-2.73443163,6.04594095,0.3594579663095238,84,1171.0146000000022
Gwathuirim_meldir_fuin,0.21748281841269843,0.8777333720966694,-1.58662805,4.87095107,0.3909806183597883,189,2307.9967000000033
Ithil_uanui_Eluwaith,0.8476138034104046,1.2562551555972816,-1.55728121,8.97639468,0.46547876774566477,173,3072.744200000001
Mirion_baug_angos,0.9567145211570248,2.3922091386322726,-4.3104098,9.57753093,0.3945484192561983,121,2222.9879
Sindarin_araf_pilin,0.27875333324503315,0.7962284828472321,-2.57126075,3.00323617,0.45771694423841064,151,2235.2200999999986
adar_amlug_eryn,2.7002627869736844,1.2521566668699962,-0.13592944,5.92787879,0.5480684043421052,76,1769.5760999999984
adel_glae_melethron,1.1544380007142858,3.651176518479585,-2.04424211,24.62857781,0.45153744592391304,182,1890.380799999999
aderthad_ulug_nadhras,0.1788958685,0.948450666878142,-1.9962623,3.10159727,0.403780555,180,2479.9140000000043
aduial_anann_aphadrim,1.6688497681290322,3.6939216869224807,-6.09774091,11.84189092,0.42130615619354833,155,1790.3134999999966
aerlinn_nagol_bellas,0.2740782867045455,0.6799153943734891,-1.77918809,2.27309744,0.4258340050568182,176,3363.1488000000027
agor_araf_faradrim,0.1814697246987952,0.5238404220502167,-1.45311619,1.35543918,0.3540117979518072,83,1587.068299999999
amloth_pess_gwathui,0.24667339458904108,0.9434135620961701,-3.03976514,3.61509637,0.5033533467567568,146,2268.027000000002
amon_cirion_annon,0.22825832112582783,0.6523916257374088,-2.36087715,2.67697235,0.3987101281456954,151,2293.173300000002
angos_celon_lain,0.13434285986754965,0.4686205932898988,-1.36213719,1.44280782,0.37402274317880796,151,2849.0840000000026
ank_heledh_rudh,0.4368584371739131,1.02695626183205,-2.13245237,5.05145543,0.4069440303804348,184,2775.5045000000027
anwar_gilgalad_luith,0.05513987873626375,0.8516811047138364,-4.46888734,3.92220194,0.46976816923076925,182,2175.6505000000034
anwar_raef_fervain,3.474754137628205,4.416628893965904,-3.29988284,16.8303631,0.44324982942307695,156,2372.836199999998
aranarth_gwilwileth_laer,0.1759090033168317,0.9214260895300855,-5.45910645,3.56768713,0.40237114480198016,202,2599.3318
aras_minai_yll,0.44595306696428566,0.6997637554205351,-3.06570252,2.3979715,0.4677390291071428,168,2427.9570999999996
aras_rusc_rhovan,2.8773139996808514,2.039269119216226,-0.12783047,7.99227778,0.4611092658510638,94,1983.8891000000003
archam_calad_lossen,0.19592150118343193,0.9032102304748951,-5.31271482,3.05523187,0.4342622174556213,169,3250.9668999999994
badhor_rhach_rach,0.2486684862566845,0.8873861686635282,-1.54113175,4.57975314,0.37765933941176466,187,2314.7885000000024
balrog_gil_rhosc,0.668836538080808,1.1631990068025926,-2.51693791,6.77182206,0.44355916,99,2532.7240999999995
barad_nur_gobennas,0.9046719881182796,1.8711393122389557,-4.52303197,7.21405664,0.5283140829032258,186,2666.234900000003
corf_annon_talraph,0.30953176471544713,0.9798265905024356,-3.5602478,3.03514953,0.4336854765040651,123,1480.7430000000022
cugu_mund_celeb,0.714365620390625,0.8584776963212106,-2.39317001,3.53427968,0.496099967421875,128,3026.2295000000013
cund_gath_loss,0.21744490467153285,0.6865098892628609,-0.9872956,2.74898341,0.30915337175182483,137,1946.3585999999996
cund_lathron_galenas,0.17383342548387096,0.7688912352636109,-2.37100486,3.23883053,0.36987522677419354,155,2346.8441999999995
cyron_amlug_lebenedh,0.4030032368023256,1.4528278389115707,-4.81636707,7.12982191,0.5946457427325581,172,2257.550599999995
dannas_gul_bronwe,1.0884696118181818,1.0747148512736722,-1.53040852,3.66995775,0.3640703103636364,110,1108.7165999999997
dol_adan_dunadan,0.20188349925619833,1.4481413807475352,-2.54746763,3.43605562,0.3896266052892562,121,2670.7967999999964
drafn_mund_mithren,0.4624123588392857,0.7423128949108384,-1.72883657,1.8673718,0.37056681428571425,112,3045.1877999999997
draug_drafn_gwend,0.17251609192,0.9895856833018588,-2.41049175,2.68147253,0.51253351504,125,2671.212900000006
eirien_Druadan_ingem,0.2785039370338983,0.7400073593943374,-1.19746088,2.91562857,0.43878198966101695,118,2633.8511999999973
